Country.Name,age_dependency,co2_kg_ppp_gdp,co2_kt,f_labor_force,f_lifeexp,f_net_enrollment,f_out_school,f_pop,fertility_rate,gdp_currentUS,gdp_energy_perunit,gdp_ppp_current,gini_index,m_lifeexp,m_pop,pop_density,pop_growth,pop_largest_city,pop_largest_city_perc,pop_lifeexp,pop_perc,pop_w_electric,rural_pop,urban_pop,Region,Income.Group
United Kingdom,56.4307434535186,NA,NA,58.0307998657227,NA,NA,NA,50.6352745607579,NA,2855296731521.96,NA,3056736514973.21,NA,NA,49.3647254392421,274.82739222089,0.649023744823203,9046485,16.3145270008349,NA,66488991,NA,16.602,83.398,Europe & Central Asia,High income
United States,52.7106770866542,NA,NA,57.0783996582031,NA,NA,NA,50.5200146539124,NA,20544343456936.5,NA,20544343456936.5,NA,NA,49.4799853460876,35.766088580168,0.619431053430858,18819361,6.99305941298036,NA,327167434,NA,17.744,82.256,North America,High income
Uruguay,54.8527006636675,NA,NA,55.9603996276855,NA,NA,NA,51.7215426942936,NA,59596885024.3487,NA,81307488149.8029,NA,NA,48.2784573057064,19.7080276539824,0.367502622828282,1736989,52.822429451808,NA,3449299,NA,4.666,95.334,Latin America & Caribbean,High income
Uzbekistan,49.4884431934934,NA,NA,NA,NA,NA,NA,50.137358915283,NA,50499921557.5105,NA,281968100008.375,NA,NA,49.862641084717,77.4692054536906,1.73486231625929,2463969,14.8117545976379,NA,32955400,NA,49.522,50.478,Europe & Central Asia,Lower middle income
Vanuatu,73.8779147482549,NA,NA,NA,NA,NA,NA,49.2888015717092,NA,914301119.28749,NA,942766130.317335,NA,NA,50.7111984282908,24.0098441345365,2.48028072634676,NA,NA,NA,292680,NA,74.726,25.274,East Asia & Pacific,Lower middle income
"Venezuela, RB",53.689240856936,NA,NA,NA,NA,NA,NA,50.6332598022849,NA,NA,NA,NA,NA,NA,49.3667401977151,32.7307919052208,-1.78586485636739,2934560,11.523523568177,NA,28870195,NA,11.792,88.208,Latin America & Caribbean,Upper middle income
Vietnam,43.7766048259771,NA,NA,71.243896484375,NA,NA,NA,50.0964096241893,NA,245213686369.157,NA,711567123361.749,NA,NA,49.9035903758107,308.125245912213,0.99271637481877,8145361,23.7355376264594,NA,95540395,NA,64.081,35.919,East Asia & Pacific,Lower middle income
Virgin Islands (U.S.),63.9393753639624,NA,NA,NA,NA,NA,NA,52.437136961174,NA,NA,NA,NA,NA,NA,47.562863038826,305.648571428571,-0.27165178086032,NA,NA,NA,106977,NA,4.279,95.721,Latin America & Caribbean,High income
West Bank and Gaza,72.6539033436178,NA,NA,17.3393993377686,NA,97.25022,2.49161,49.2776442747633,NA,14615900000,NA,23565379542.5296,NA,NA,50.7223557252367,758.984551495017,2.5330114844554,673638,19.3574193555803,NA,4569087,NA,23.836,76.164,Middle East & North Africa,Lower middle income
"Yemen, Rep.",73.886313625798,NA,NA,NA,NA,NA,NA,49.6116574930849,NA,26914402223.7828,NA,73387720841.4075,NA,NA,50.3883425069152,53.9778529083092,2.35702251757589,2779317,26.6154649528479,NA,28498687,NA,63.358,36.642,Middle East & North Africa,Low income
Zambia,88.8068442098964,NA,NA,NA,NA,NA,NA,50.49320776034,NA,26720073435.9014,NA,73292481292.9789,NA,NA,49.50679223966,23.3414789007116,2.91280100356014,2523844,33.4209340801511,NA,17351822,NA,56.479,43.521,Sub-Saharan Africa,Lower middle income
Zimbabwe,82.9511160396955,NA,NA,NA,NA,NA,NA,52.3567520651976,NA,31000519447.175,NA,43747235742.3986,NA,NA,47.6432479348024,37.3245909267158,1.41078272176006,1515016,32.5763444910973,NA,14439018,NA,67.791,32.209,Sub-Saharan Africa,Lower middle income
