Country.Name,age_dependency,co2_kg_ppp_gdp,co2_kt,f_labor_force,f_lifeexp,f_net_enrollment,f_out_school,f_pop,fertility_rate,gdp_currentUS,gdp_energy_perunit,gdp_ppp_current,gini_index,m_lifeexp,m_pop,pop_density,pop_growth,pop_largest_city,pop_largest_city_perc,pop_lifeexp,pop_perc,pop_w_electric,rural_pop,urban_pop,Region,Income.Group
St. Lucia,63.7412916783123,0.276494278707617,363.033,53.6100006103516,74.963,88.5084,10.43793,50.9571132352197,2.06,798333814.814815,NA,1312985576.76086,NA,72.072,49.0428867647803,259.309836065574,0.92091039133327,NA,NA,73.486,158179,89.9,72.527,27.473,Latin America & Caribbean,Upper middle income
St. Martin (French part),NA,NA,NA,NA,80.5,NA,NA,NA,1.83,NA,NA,NA,NA,74,NA,548.768382352941,3.12334022753328,NA,NA,77.1707317073171,29853,NA,NA,NA,Latin America & Caribbean,High income
St. Vincent and the Grenadines,60.5499672638533,0.266509740488067,179.683,NA,73.033,NA,NA,49.5917251350875,2.321,430039296.296296,NA,674208003.320785,NA,68.823,50.4082748649125,276.65641025641,0.103857576100984,NA,NA,70.882,107896,82.41,54.452,45.548,Latin America & Caribbean,Upper middle income
Sudan,88.0776304937287,0.094733642095937,6369.579,NA,60.833,NA,NA,49.8488563740324,5.402,13182979783.533,4.82399425235589,67236716113.4744,NA,56.972,50.1511436259676,NA,2.52001090971083,3595320,39.4915305620765,58.859,27971082,31.8578033447266,67.452,32.548,Sub-Saharan Africa,Lower middle income
Suriname,61.349832413583,0.605644362338901,2368.882,NA,71.452,NA,NA,49.5173886951449,2.868,834279357.798165,5.79162858898066,3911341617.79655,NA,64.717,50.4826113048551,3.05499358974359,1.18836936883796,NA,NA,67.913,476579,96.6212921142578,33.483,66.517,Latin America & Caribbean,Upper middle income
Sweden,54.7764656593392,0.193047276116295,51125.314,58.6180992126465,82.1,NA,NA,50.5282203402593,1.57,241018965834.39,5.24094627130311,264833128073.774,NA,77.6,49.4717796597407,21.6794853048691,0.268470527954234,1216110,16.260496330822,79.7951219512195,8895960,100,15.929,84.071,Europe & Central Asia,High income
Switzerland,48.3967490808658,0.161505430433858,42944.237,58.8291015625,83.1,NA,NA,51.1335426610359,1.38,278631192225.646,10.0122737069944,265899647365.647,NA,77.4,48.8664573389641,182.927761320745,0.632771238018431,1140845,21.5054746503472,80.1804878048781,7229854,100,26.625,73.375,Europe & Central Asia,High income
Syrian Arab Republic,78.8226215952607,NA,48778.434,21.3199996948242,75.57,NA,NA,49.3205789740349,4.007,21099833783.503,NA,NA,NA,71.269,50.6794210259651,91.2316955054957,2.14439066565607,2278534,25.9772741860661,73.371,16766561,NA,47.686,52.314,Middle East & North Africa,Low income
Tajikistan,83.2928418033878,0.349078952842506,2291.875,NA,64.78,91.26457,8.73543,49.8750971352423,3.862,1080768906.5003,3.09575895958699,6565491793.01,NA,60.973,50.1249028647577,45.1451343240926,1.63024256742899,581598,34.7306454810593,62.807,6318513,98.6240997314453,73.497,26.503,Europe & Central Asia,Low income
Tanzania,89.8153214936639,0.071205489020324,3127.951,84.4057998657227,53.294,58.47912,41.52088,50.2624291754437,5.675,13581644245.7352,3.08997437672413,43928509487.621,NA,49.625,49.7375708245564,38.8189839692933,2.61243561185592,2372882,30.4346392918291,51.444,34385856,10.3428525924683,77.326,22.674,Sub-Saharan Africa,Low income
Thailand,43.1706563768159,0.399867449557266,194600.356,65.0400009155273,74.651,NA,NA,50.6580568622294,1.641,120296746256.631,6.54219925258981,486662158211.332,NA,67.2,49.3419431377706,124.369621640666,0.927424588770348,6561670,31.7284131736498,70.832,63539196,88.3833999633789,67.452,32.548,East Asia & Pacific,Upper middle income
Timor-Leste,93.4579098197898,NA,NA,39.1599998474121,61.631,NA,NA,49.4790360558092,6.171,517708500,NA,2563828470.36242,35.9,58.327,50.5209639441908,60.6061869535978,1.88717391784827,NA,NA,59.945,901214,25.6,75.381,24.619,East Asia & Pacific,Lower middle income
Togo,85.2241557640446,0.238841867990847,1162.439,NA,54.358,80.69673,19.30327,50.5909744278154,5.372,1481141849.98469,2.31128511499584,4866981697.04714,NA,52.727,49.4090255721846,93.0790034932892,2.76708209808927,1075688,63.7003085268288,53.554,5062567,19.6877346038818,66.644,33.356,Sub-Saharan Africa,Low income
Tonga,77.8096734008558,0.231443304909093,88.008,NA,70.7,NA,NA,49.1937612964806,4.236,181244788.473329,NA,380257273.091429,37.7,68.691,50.8062387035194,136.7875,0.523262926594381,NA,NA,69.725,98487,86.1470336914063,76.959,23.041,East Asia & Pacific,Upper middle income
Trinidad and Tobago,45.4265994979501,1.33902880777329,26354.729,46.7999992370605,71.995,98.10679,1.00796,50.2511349633186,1.744,8824873259.32105,1.79122891092916,19681973118.8801,NA,67.381,49.7488650366814,247.881481481481,0.352846314042427,548056,77.3513537926518,69.65,1271632,96.2119064331055,44.282,55.718,Latin America & Caribbean,High income
Tunisia,55.3162319915278,0.335731691876796,20817.559,NA,76.051,97.40203,2.59797,49.6972661085991,2.088,22066101341.4888,8.04117781099897,62006535289.0172,NA,71.099,50.3027338914009,63.0400553553038,0.877370925373059,1783275,28.5311537592038,73.415,9793903,97.3,36.182,63.818,Middle East & North Africa,Lower middle income
Turkey,57.3641559531913,0.328891854589813,194552.685,27.1380004882813,74.252,NA,NA,50.7596969309828,2.451,200251925227.875,8.42191706349124,591539991899.896,NA,67.015,49.2403030690172,83.4066278601406,1.49422978354996,9030318,21.5298675742812,70.56,64192243,NA,34.66,65.34,Europe & Central Asia,Upper middle income
Turkmenistan,66.0693760031205,1.86304131643235,38074.461,NA,67.927,NA,NA,50.7863894794293,2.77,3534803921.56863,1.34791050609128,20436723900.9552,NA,59.888,49.2136105205707,9.71226140063414,1.05615209411969,537069,25.5051096270131,63.842,4564083,99.6350708007813,53.863,46.137,Europe & Central Asia,Upper middle income
Turks and Caicos Islands,NA,NA,73.34,NA,NA,NA,NA,NA,NA,358744800,NA,NA,NA,NA,NA,22.7084210526316,6.75436965680822,NA,NA,NA,21573,94.7300796508789,14.638,85.362,Latin America & Caribbean,High income
Tuvalu,NA,0.309521598864585,7.334,NA,NA,NA,NA,NA,NA,13196544.946726,NA,23694630.7685901,NA,NA,NA,316.133333333333,0.953498059835568,NA,NA,NA,9484,NA,53.571,46.429,East Asia & Pacific,Upper middle income
Uganda,108.222534166077,0.0699909217700158,1510.804,NA,50.171,NA,NA,50.7671007398671,6.823,5840503868.57245,NA,21585713715.3354,NA,44.424,49.2328992601329,122.06079775787,3.07605112707403,1295111,34.9334446792022,47.22,24388968,8.6,84.799,15.201,Sub-Saharan Africa,Low income
Ukraine,44.4154074260232,1.53589205453979,321775.583,58.0099983215332,73.63,NA,NA,53.4772059827384,1.085,37972301334.6736,1.56234377450384,209504035162.429,NA,62.32,46.5227940172616,84.0318719254337,-1.00549476377606,2609592,7.97862714421294,67.8370731707317,48683865,100,32.817,67.183,Europe & Central Asia,Lower middle income
United Arab Emirates,33.2185773239705,0.379824502929932,101414.552,NA,75.961,NA,NA,32.215336319557,2.533,103311640571.818,6.64153708546788,267003711497.54,NA,73.738,67.784663680443,46.5040692762602,5.24161418516112,969728,36.4038249002931,74.544,3302719,100,19.345,80.655,Middle East & North Africa,High income
United Kingdom,53.3140617805665,0.332645362047139,545862.286,54.081298828125,80.4,NA,NA,51.23220872536,1.63,1640246149417.01,7.3335110609836,1640973686332.79,NA,75.7,48.76779127464,244.366854048692,0.384975969564228,7322400,15.727704683434,77.9926829268293,59119673,100,21.249,78.751,Europe & Central Asia,High income
United States,51.1542889678744,0.528812018083088,5595794.329,59.7871017456055,79.5,98.88003,NA,50.7217088267852,2.0305,10581821399000,4.74371257647112,10581821399000,NA,74.3,49.2782911732148,31.1036283879362,0.989741382223669,17867738,7.91335127093925,76.8365853658537,284968955,100,20.766,79.234,North America,High income
Uruguay,60.3045497842343,0.152224761232674,5089.796,51.6257019042969,78.634,NA,NA,51.6290775051113,2.211,20898788416.6348,12.3308624534776,33436058357.2886,NA,71.181,48.3709224948887,19.0005313678437,0.172665793516288,1601192,52.1644001275773,74.939,3325473,98.4236450195313,7.697,92.303,Latin America & Caribbean,High income
Uzbekistan,69.5967042147255,1.88228791168492,123453.222,NA,70.644,NA,NA,50.2849307849429,2.46,11401421329.1974,1.28142762769929,65586790008.916,NA,64.17,49.7150692150571,58.6846497414198,1.26596853291421,2137218,18.3689771457195,67.374,24964450,99.6553802490234,53.394,46.606,Europe & Central Asia,Lower middle income
Vanuatu,79.9053024900881,0.214647749165901,88.008,NA,68.983,NA,NA,48.8787531248514,4.454,257926881.72043,NA,410011287.525679,NA,66.403,51.1212468751486,15.522477440525,2.27006121365219,NA,NA,67.583,189219,23.8387126922607,78.047,21.953,East Asia & Pacific,Lower middle income
"Venezuela, RB",61.5946674125344,0.581564578005678,172587.355,52.5,76.191,94.6902,5.3098,49.8441501016515,2.779,122903960204.505,5.59303996194979,296763870302.835,48.2,68.66,50.1558498983485,27.9422617765433,1.85933308395236,2873634,13.2719555756841,72.294,24646472,99.9,12.15,87.85,Latin America & Caribbean,Upper middle income
Vietnam,58.7555331688912,0.344188057350257,61139.891,69.5999984741211,77.879,NA,NA,50.4838789980494,1.954,32685198735.3053,5.79644339097162,177635131999.313,NA,68.592,49.5161210019506,259.547073194252,1.03589089738478,4542659,22.5612804763425,73.228,80742499,87.4358291625977,75.063,24.937,East Asia & Pacific,Lower middle income
Virgin Islands (U.S.),51.117205663293,NA,NA,NA,80.9,NA,NA,51.7044043095437,1.9,NA,NA,NA,NA,74.6,48.2955956904563,310.14,-0.0856389129235212,NA,NA,77.6731707317073,108549,100,7.18600000000001,92.814,Latin America & Caribbean,High income
West Bank and Gaza,99.0190402846748,0.169773217402802,1349.456,9.94019985198975,72.812,89.26813,10.04182,49.2248122908552,5.231,4003700000,NA,7948579997.74071,NA,69.718,50.7751877091448,497.970764119601,2.5552675698799,399160,18.4448747036833,71.239,2997784,99.0337295532227,27.811,72.189,Middle East & North Africa,Lower middle income
"Yemen, Rep.",104.622501725803,0.275870947841963,16208.14,NA,62.81,NA,NA,49.5734405291017,6.13,9861560094.74009,11.1594878094564,58752616492.5678,NA,59.736,50.4265594708983,33.9382408091369,2.88351613543294,1420738,29.5999724988255,61.216,17918373,51.4981460571289,73.213,26.787,Middle East & North Africa,Low income
Zambia,95.8528199586028,0.100531633013496,1906.84,NA,46.821,66.06223,33.93777,50.448789897904,6.003,4094480988.11931,2.94151178362709,18967562177.6084,NA,42.542,49.551210102096,14.3830196801141,2.61761398852446,1121302,29.9614613941928,44.615,10692193,19.9387607574463,64.998,35.002,Sub-Saharan Africa,Lower middle income
Zimbabwe,81.5600696523291,0.43624335789049,12596.145,NA,46.111,93.44294,6.55706,51.2574235321882,3.725,6777384700,2.89273652514967,28874124435.7513,NA,42.086,48.7425764678118,30.8230942225669,0.356533063905084,1405480,34.4953773573097,44.01,11923914,34.2394638061523,65.83,34.17,Sub-Saharan Africa,Lower middle income
